hfrequency,vfrequency,voltage
98307105.69481125,107257012.76502982,0.18362421206700275
101323138.91069745,85445548.86434819,0.12289181116910192
101888353.68132907,85653193.17928901,0.12277536664513089
90373158.05449863,103703817.2351532,0.24758280131961988
106699218.20741805,102277994.85634285,0.3904239487934488
106970851.89540033,105243287.63471511,0.28548442505771987
109716875.02513847,90567912.26769927,0.4066883236157545
94191151.55984989,109544316.5648248,0.1371705537174321
104491413.00749531,100945098.54551283,0.35178613689824306
119730812.4609719,114221231.84130275,0.091327525951294
111404088.38962047,117240186.70913823,0.11375586633597945
87088745.27117078,100110805.604183,0.3116329148430103
109321837.9605031,113203122.12144318,0.17581359717820755
89099642.84213644,106239603.54668307,0.18857271056201907
110139471.6739842,101792068.21525681,0.5274285817068476
82458213.17535351,85884360.51166536,0.07411094994190726
110836383.91794433,102999088.7236091,0.4059856062276163
81166664.88040859,81158818.06565917,0.033018239966461915
87749191.23820679,104944259.45416966,0.18861259421781398
112097836.66961507,81105650.24500401,0.10040603606993612
111981690.48512027,87913704.48842207,0.2489251760420937
90629350.97354612,85356264.1047084,0.10936208255153235
95111306.00908285,88540325.01870131,0.1453965436617838
110329261.27349731,118445128.88032088,0.09894648552937937
98104822.00672197,89773522.33400537,0.21286140691397318
111077390.76070905,105465976.53086676,0.3099041918158829
104983180.0711735,100599295.78517705,0.38143690669218683
104234527.82820086,108786823.53354877,0.15971179466231553
87624963.05733992,114594408.25667155,0.08664780616909584
92993591.29188296,88385526.71196547,0.18673401215114122
111234619.84267195,83627095.46296343,0.1349417942779479
101247011.91587943,110167470.15925524,0.13514076252977664
105035092.56393087,103049568.8227469,0.2798519415545085
115847482.34112298,106638786.49631076,0.24310908146340326
109082459.97639176,118244524.11929853,0.10314276365022147
103446546.45083238,91361008.91570641,0.2734717942019739
95893802.62788166,112910047.43324657,0.1084942052008922
82433612.49125129,108726856.73214203,0.11344197240179664
114891936.31941655,111865693.44892041,0.18570795025875886
105115415.70009533,87081756.99303304,0.16175834936115135
95990154.8254419,113908239.9559366,0.09815528155370183
97405802.3556269,85163044.23606148,0.1092772524345525
92640302.37892342,94555647.28126587,0.36411232416781253
88281897.96498074,103586477.86718136,0.22609861788678456
99426896.94760913,110185594.09256746,0.13596245584458094
91889486.64529951,106833030.86781317,0.177593342032988
107316464.27465206,86862079.52650438,0.20553063346936776
106457835.96071388,100280947.84755535,0.4984258510028293
99901646.21744952,84226038.63782886,0.0956079028950041
100912024.79420619,101937714.54516761,0.2657308210139885
87192153.94530776,92346122.95670028,0.273094727707202
117306617.56270465,116792755.01397909,0.08847306001899347
98800793.0324261,93062627.09005122,0.32656515306040884
88800380.99709557,100442336.12935087,0.3659883748317902
82685979.02594586,94009843.56828558,0.21364698555032843
108042218.19969346,97119406.94751121,0.6609430290911358
91261369.91904792,115509878.33759712,0.07911142657226139
110176208.51366922,110908274.97786023,0.20671954893513
99435295.48316175,106723239.39369988,0.16825449121051114
83848984.71094619,81972525.17096537,0.04535331527216058
98431397.53994882,91515435.78400108,0.261777445045082
89528686.05810097,117674314.90152872,0.06667323879678551
110960222.3163422,96416332.08104008,0.6739491511245881
111584479.53650527,99032043.59034413,0.6716165479212148
118597224.53519705,105368233.10801265,0.21775123311985822
111894977.80330223,96092554.99821466,0.6353098203877655
89506408.1851417,91257093.45915388,0.2586055974682189
113213104.53422192,118004908.8043518,0.09820613462117515
117522089.80235398,105844512.444776,0.2358138039099215
97157965.78886543,95366460.40430108,0.32745519424797875
80363123.621715,96697718.78007239,0.33654939906333
111097923.41469446,118453668.59887213,0.10263670812478987
96796568.57627076,80291387.7631249,0.06560886834361838
99359769.36551306,111782288.79807562,0.11207917769758301
111223581.20807691,90797793.34253435,0.4501158306769089
105411830.59671274,100961683.09485672,0.37225286520785894
90619860.98900793,91050794.03177738,0.2678560179565496
100784916.12103528,104459805.80868751,0.18208270033252053
93232536.67551422,86293517.09324315,0.13159691126353162
83002323.44924875,92358168.27483644,0.17656148604110367
103540597.97979093,95814677.62632453,0.38658667982815414
92757204.99929737,96551145.07157758,0.4358409696127112
80386502.60454799,91414714.66207294,0.20658504707193445
111002321.90928763,113975866.43524247,0.11278757667843674
112778721.21559152,107199868.12247075,0.21735487171121096
112765313.37660426,109470092.46505332,0.20148005163697247
110143502.9160769,96001037.16559514,0.6618982117080575
115444253.44210401,87828679.5142508,0.21205085177102695
115394678.90618363,87968572.55609164,0.2127788831861154
108592750.30943842,109071318.40479463,0.19296047523339135
106230703.29452102,107579695.53241397,0.18349758567885843
106543638.37899467,99800251.58402404,0.518143115354539
99668971.91544116,91118401.12805271,0.23666210507972008
88227271.28670661,108866673.54984303,0.12633558764880373
85643910.97170654,84795541.8596967,0.07232484845369264
113338051.96726228,105282696.48302722,0.29139277520129553
101699552.25121206,110778828.78325425,0.12493667826614106
110674002.20732066,99724686.85931692,0.6214815550123627
94307146.36108677,94400942.05331299,0.3450886641545391
105342804.53794947,104182675.16919471,0.23099170678947656
81040773.03616793,105726678.00915015,0.1400598967535307
116307004.01476175,85654259.71214488,0.1334066391768998
100860599.68169211,81393360.51877071,0.06923299320199221
108970347.26573831,102490438.35943952,0.4182110999233171
119835727.2608959,104221931.1490168,0.21837930225518995
88392593.2424547,102501376.07223362,0.2406039491030158
80846007.30889885,100782261.52127382,0.2657496659007181
81415792.54621506,100875005.00735986,0.2511165269750848
97630896.01110327,112321364.50540969,0.09946778572437437
118364813.48534259,101231047.45712827,0.4026016833583035
109443854.14166915,104149131.98969789,0.3608539026187797
116595073.34677649,99944242.29103626,0.5635464103458551
85880312.94264466,96429545.17117094,0.26687917778323705
82132929.41630198,82146900.60261734,0.03828457013318663
96701685.45451798,92197454.00661875,0.24526251760936232
119852990.46635392,110104518.25183666,0.12204553512145928
93849496.29427347,88271427.51018825,0.17383184638836433
89194040.1973564,114146858.12381214,0.08177648732958105
91035634.76277575,81157872.9149225,0.06786558571953429
97033693.57105926,80415092.88193935,0.06317140881527789
119683591.59267075,109612823.80376588,0.1389004580658172
119022327.27496094,116567892.49715611,0.08387558269768693
105551928.3349725,117284439.59302887,0.0930236782637455
104293203.61288843,93684399.4528561,0.3434892676784306
86964779.80024396,106312918.04206,0.15582716033992727
111429880.45064685,118249550.06907362,0.10134558024354198
96731768.64920554,114365054.2831018,0.10091721065415098
119936449.36335503,97907337.3705799,0.4656315853422067
82694328.55167936,95866590.7749039,0.24799243852906774
80675932.3547325,107752925.2559067,0.13367637419740275
102812576.01899698,82156108.76541078,0.07809684037209638
96354410.56054464,93382256.24664044,0.30076841574294005
111776369.41893522,101919470.61641264,0.47952853611073426
101388719.50616808,90809553.50334418,0.23460649358457544
117510976.74012357,99456542.29593898,0.5123166701514957
99648580.99130227,100191079.02342643,0.3266346822544321
113729452.91532284,102621019.53309587,0.37848562867015
90155613.66993147,105125749.63158518,0.18990664727550946
93094938.14155008,101786765.3426499,0.26927484104041316
103222031.88717721,96019551.64532731,0.3547501844405414
108313132.81359765,99971006.85937203,0.5899529906992514
98507778.41353229,111656723.83432898,0.09997119734032449
89848934.45013146,114332795.65358926,0.08595099538724599
115562309.0831784,87961057.95416605,0.22286911058186817
86485643.87823786,105018361.60183522,0.15535716323955143
109456608.91280222,94114315.11421347,0.5643522402037705
109396072.83132343,99184817.11384617,0.6739926912509426
86466032.79517175,96639000.72393069,0.29454313398194754
81795544.74287757,80656282.10762832,0.03247663229651356
96487854.7409948,112786869.5013104,0.08976711307668894
117000435.99027804,86570886.79439133,0.14910684871857485
91213272.00639883,97490585.10147715,0.4132015664966541
80119085.18691012,101330377.82166341,0.28359363600471776
105407449.20095035,119629907.76417798,0.07531229740757169
98032652.62119918,83587237.57130343,0.09826581947138446
118672048.94403261,84600406.52378307,0.09867196897045252
110295559.76188016,114964571.78448154,0.11792998061989181
99502063.01743624,95452270.587334,0.34258291300682614
119529886.69878352,114498080.75785773,0.0983339423305772
119195657.12874475,110693968.76224135,0.16336528379195156
98921061.95652649,119057954.52183294,0.06682630427974454
108457473.9045925,99812687.41970792,0.6269727299917991
84984909.81734385,83035285.45990671,0.05789585309206463
100240660.40231264,93062767.76236187,0.2772067944983897
118636716.23742744,111711205.88701916,0.13690599400910566
86091633.41504094,117157589.56992629,0.06266124679214102
105331193.96241826,87332748.93119493,0.16753917306229102
80479831.41051446,109803423.81215878,0.13658709352292603
101616866.26525447,84491810.08156264,0.10315840209353741
94066828.21864101,108815130.92091203,0.15742863819158492
102862556.18560076,104532174.10415265,0.2278961388138234
102817618.07283984,99209983.31393303,0.40966845962851467
108962079.04978473,104735510.27338988,0.3425425793238855
95343187.9967296,107213984.44715077,0.15476301490033303
106032982.02725407,109245933.8520403,0.18951208597544533
89722136.61622582,113261026.26911816,0.1121888718143673
115772647.07150248,110699395.63498572,0.20376900220720504
86925982.2750244,80413666.51326996,0.0666668259099581
103885751.92697252,119056961.97874552,0.06819224917397863
81227160.52580559,96694720.94586805,0.3214333247568796
106718596.64442544,103469825.35423127,0.3619379055061814
90538308.33093522,119215934.2308726,0.06649705316921195
113174021.62680086,107474906.4238314,0.2757641199757998
84254277.34922107,92583443.46749161,0.17696386656282576
106973792.60411099,116619767.7563909,0.10981402231268368
106591037.69088599,101491531.78933872,0.4685482675274115
104585436.42109196,84176900.20195974,0.11159522975568795
106144473.34238449,105990894.49825758,0.2384258739708253
99530626.13773023,83800075.4847739,0.09301743413709776
99300216.79013106,108983223.43681407,0.14283639548282454
100985144.27576064,110552682.83300328,0.14006749096161575
115759394.6363264,81028286.96223615,0.08918061519894886
107653597.56613123,117631626.34848008,0.10349969143021966
87164881.90988663,82587377.81780364,0.07941592618977598
87918618.98564358,97649403.83491276,0.3872192492349436
106962563.60090661,96091838.49625435,0.567513005862169
104708785.84827568,80372887.11783451,0.06782137055246124
114038294.4392499,97842274.75230883,0.667155316318294
92252762.89744672,89606017.97781168,0.20999180881889573
100145259.72871518,89609222.77118716,0.1719960169005408
88700828.95243225,86515569.27243495,0.1261097865284077
97887697.6034978,117593422.34103261,0.06299004787552781
108621823.64953567,115713691.2844963,0.11426270940891615
102842881.82675156,117870107.14243189,0.08017776589419132
80526480.67524335,88634753.06335929,0.13388389296500133
108029798.75022456,94952226.12734754,0.6051060234850492
104151024.13946392,96024753.76270878,0.4266041061921471
80509257.66540486,91929405.29462817,0.2247564681778837
110737588.27559866,109398688.19562522,0.2070421621452623
112263515.53821748,89481840.65920751,0.31323928673987833
116465347.07054493,89925598.3165934,0.29068752641046225
112452639.67808779,94197760.52271658,0.5550776870097474
118483875.17462485,88348900.09295614,0.18653768780879393
98521683.27418199,94017883.57198451,0.27202506943507193
104243390.76265608,118897725.6769183,0.0700982266431509
93002688.35029165,106966289.73869133,0.16220837650693312
97434084.47945979,100401928.0716688,0.2939053330095884
114693881.02145138,105101143.09525914,0.29774513337757813
87147615.08496211,113034274.57779205,0.09233553050445192
105001489.06601955,103575959.52441208,0.24966912716746414
94201673.01406452,110862780.17689843,0.13371867674910623
104493493.88461569,117058569.13176593,0.08783396521859013
82548502.71124545,103924550.77842158,0.15948019944241756
113857612.6693379,94052060.88159361,0.5585040811909431
105817320.74110407,85841941.5934323,0.14128678325971825
115729473.6437253,119502512.47661915,0.08866679670525252
115383293.20549244,107482503.45701788,0.2533639062877257
90801234.85687846,116310616.70325074,0.08436560600605006
106688623.69044378,93133866.62770733,0.46627647424211205
119767560.59136868,95111346.48061265,0.43149539498625594
92435446.37382714,113820944.62434974,0.09246991986086103
104144047.0809472,100953718.49016696,0.33634379291110095
109972392.65094942,113841761.48634103,0.14423519235870072
115509885.0204829,116378869.51153737,0.10830080603499248
92526391.77374643,116758137.937289,0.08674529329955082
88383409.24346139,99604555.41330041,0.35940205879309445
115782683.2571739,100745007.95204456,0.528738779488398
112259379.16352792,112410590.30290815,0.16840935680205335
89982722.8376737,87291648.1991206,0.15369116274586728
90450529.24473308,97752764.54305463,0.37222918252931214
117362951.96404949,118178506.04835522,0.08806010385934547
107854600.2147031,106057688.36754641,0.29001850480486446
109918678.23966344,92144735.05090031,0.4944876071966999
101674566.07263865,106847380.30808881,0.15774309465969993
80981935.33253479,104203946.89895026,0.1744170504380603
105047776.07636139,108963071.37304486,0.16354546341044396
103163699.81318867,98464159.63375121,0.4216698960590095
91551038.72423789,116439122.64952403,0.08275147114091728
106954693.17747079,117476577.76424032,0.1020841872965563
100317582.68134664,80459639.20979579,0.07705890901374396
104947350.66862145,109951518.14462174,0.17022735396422523
111564727.18025178,81700765.68386558,0.11370855723227913
99057906.95690678,108486422.16630685,0.1508144767232438
102842914.84036419,81027194.48832361,0.07724628906656884
115669783.54343942,98157374.52538016,0.6336194059214226
95399644.82695888,100121238.74791776,0.35377137539846604
101732233.12999263,103944079.4580937,0.20998854612208878
81390637.66983008,82262459.21056847,0.03630518198585875
98879857.58998677,96607206.10533425,0.3595050587560851
118360379.75546981,97390075.83563566,0.5017450824699361
80035039.68676335,105441643.43764764,0.1644684690864424
85953380.32562491,85424712.49978048,0.08765941093942003
107649214.85480142,83802012.30636378,0.12029926103564635
82718159.46713634,112586841.37091282,0.07167394044071253
98089365.12615222,109191704.65933827,0.1428293638086717
116103655.15165544,82831789.71502279,0.10398785837660643
104714050.00600083,106277094.3760033,0.1874375170867846
111454366.90120886,101624335.53599392,0.5177375846427964
94458789.90042473,112164845.33121897,0.11037875012724663
90191598.73450655,83170497.88647616,0.09541056599157878
108613583.29606853,103196658.01766777,0.39196579804829035
97557035.87632206,86096848.16711493,0.1205651708254102
93937397.55999427,98610979.15663046,0.3791081287195527
99226017.79975402,88049363.10363513,0.14335775193121272
90711879.70955731,90461203.50865191,0.24153218634458393
100330404.54113553,92784104.04098289,0.2865553771578941
82658079.02729332,88623102.87509526,0.10768561892670882
96908129.89502002,108004935.82649021,0.13610860216017354
115066063.2939407,106817865.7388783,0.2143542594633177
110975616.8168508,89274887.40584761,0.32190118422831293
101586023.0131655,103124755.12911913,0.23182279442094905
100905371.27347034,98503690.98279141,0.3764032968132245
105478458.60418388,116755833.94923127,0.0868437367376906
111215612.34049605,92757795.6168172,0.5203772751197726
104327208.0396455,105059807.10414979,0.19950161979732942
95988103.66923004,101947916.12371202,0.26787058758539434
117244269.79497263,100029028.31849201,0.505600577534635
116783845.38291654,112763743.71112505,0.11705664669010905
92750183.67771934,114350542.45333159,0.08934645020216943
110251909.17607391,105836687.54534395,0.30952099370124975
96129561.6949326,116244804.90237015,0.0744386259574296
96596879.48046309,116425649.17280333,0.07967874204291255
99548675.7660943,109130898.43828195,0.1640597319312861
99221091.44610313,90008903.14443597,0.22197805683322028
94388852.30427149,117937727.8612876,0.07008331949394686
114862664.76968396,83366780.32423322,0.1338934560418492
110316271.58210194,105028439.12153496,0.33759419333565555
106988687.85681659,91483707.69729558,0.39267554711058145
113720219.71397899,90446301.54984526,0.35838887892776
116467562.75916265,105803675.48063543,0.23718256147381667
104745630.59343037,114987027.0007388,0.08741465242550799
113558215.6608963,117650666.22786693,0.10313674453714665
103347831.79270455,119283209.24122415,0.0724247544800562
98701491.438874,109149814.2682893,0.1658607405687047
84739062.87290503,84009980.87671681,0.06126745646826164
115710292.2609604,90094571.62747142,0.34155077574797565
97799555.81540132,112954928.00889285,0.10312054355989853
85099327.42226629,102537229.70233989,0.16647480260912392
90660906.98168129,99632256.29298306,0.38513933627392666
112166240.99875203,110191549.06753235,0.20373001860570167
109907710.01612815,101907561.52978328,0.5087854196453326
100941474.54783475,88379628.7425315,0.16433571107843675
103080696.64447048,107265026.02998935,0.1540925307065114
109286264.42784025,89131781.05740848,0.31623337359415776
85284300.17381115,119962961.45022327,0.04886768976035685
91187575.26875165,106190680.86020572,0.1935420790659211
81882434.21264455,82377110.31084003,0.041220659739053346
119368018.70735434,105767308.01798113,0.1978936728054512
94489520.1928355,83839756.27306758,0.09835588115393404
108175729.60635194,89287433.46647182,0.3007965986929446
111692067.17640382,92447607.58758438,0.49353534975622576
90861050.12386857,80405032.9326551,0.06713530416871694
108326012.11446446,116568965.8200935,0.1018702556421303
116701380.21150514,111791041.90894873,0.16737339431246367
81917511.46082844,88024874.48952718,0.11789099701838847
97982159.33829458,110354469.5310555,0.13447534114134507
117935787.42077678,109137514.4066963,0.18788551911041035
105969191.57265988,115947297.75997238,0.10730827116497081
87603650.55935894,81978799.767147,0.08211569529071407
103268975.97684366,87230713.97301605,0.14792839638395205
81822225.99070495,82588839.78122938,0.041518240189201534
107416200.50486797,95142074.6286452,0.5860833197794604
101545370.11975029,117104469.0151928,0.0752110412997708
96914081.19567668,105842534.95502427,0.18458749517254863
113887359.687839,88831233.96997188,0.2806631717381734
107359649.9150455,80565995.30767524,0.08911676759764106
106648886.10315323,91501745.54754953,0.35717498695540684
92203017.81701002,86373738.37774053,0.12311637471484703
111581569.53805009,85790250.84763387,0.16626435866507772
115405673.72459613,117871600.91830143,0.08993829215226568
80273093.57912657,86192938.59461622,0.06098438939356491
108938716.45004027,85894273.77692771,0.19333647291369205
95080522.4212638,103429867.77936363,0.21424664672208268
92862050.40049064,92886489.64076126,0.3019297107926299
86004042.5265984,97045205.64296676,0.28397711538631715
86319885.63875432,93350738.05743141,0.2391146967708375
91146256.1587654,107342710.34727308,0.14807319261810736
83209763.24440582,116425785.85700989,0.057480590543294505
96845106.17867479,97896241.73928948,0.3751508712665138
114377845.5659439,95146401.8722008,0.6003869263275949
108924996.65727493,109435169.14032207,0.1945422643974211
112361264.51838212,94939386.61343437,0.5887595187086381
107688605.3289655,117785028.9688577,0.10162414704678091
99159698.06391741,90569107.58352342,0.22383813153352275
88354292.27638128,101390312.87111162,0.2946898428314724
105498017.3873645,107208310.79044472,0.18332089377074584
